city_name,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
Coahuayana,100,MX,1562897392,98,18.62,-100.35,71.46,3.65
Sorland,87,NO,1562897393,85,67.67,12.69,48.73,23.49
Mozhga,100,RU,1562897394,94,56.44,52.22,57.8,6.24
Ulladulla,75,AU,1562897395,48,-35.36,150.48,61,18.34
Rio Claro,0,BR,1562897396,93,-22.41,-47.56,50,2.24
Vardo,40,US,1562897398,88,39.62,-77.74,73.4,6.93
Rio Grande,100,BR,1562897399,91,-32.03,-52.1,57.96,5.19
Nushki,0,PK,1562897400,29,29.55,66.02,92.56,5.66
Suhbaatar,7,MN,1562897401,51,50.23,106.21,78,7.85
Alta,0,NO,1562897402,66,69.97,23.27,51.8,12.75
Newport,90,GB,1562897404,100,51.59,-3,64.99,10.29
Baruun-Urt,100,MN,1562897405,46,46.68,113.28,70.67,6.15
Imuris,100,MX,1562897406,23,30.78,-110.86,97,4
Saint-Georges,100,CA,1562897162,100,46.12,-70.67,69.01,4
Oranjemund,0,ZA,1562897408,87,-28.55,16.43,55.12,12.62
Wajir,18,KE,1562897409,78,1.75,40.07,71.77,10.51
Grand Gaube,20,MU,1562897172,82,-20.01,57.66,68,6.93
Eidsvag,8,NO,1562897412,87,62.78,8.07,51.8,13.87
Mitsamiouli,0,KM,1562897413,79,-11.38,43.28,76.25,20.2
Alakurtti,77,RU,1562897414,70,66.96,30.34,44.01,7
Adrar,0,DZ,1562897415,11,27.87,-0.29,96.8,9.17
Berezayka,95,RU,1562897416,86,57.99,33.91,45.08,2.62
Tambo,0,PE,1562897418,62,-12.95,-74.02,38.2,0.09
Katobu,0,ID,1562897419,65,-4.94,122.53,82.44,7.83
Chalisgaon,72,IN,1562897420,71,20.46,75,81.92,16.02
Maceio,75,BR,1562897421,94,-9.67,-35.74,73.4,3.36
Nador,75,MA,1562897247,94,35.17,-2.93,71.6,8.05
Boden,0,SE,1562897423,87,65.83,21.69,48.2,2.24
Yatou,75,CM,1562897425,94,3.63,9.81,75.2,3.36
Nouakchott,0,MR,1562897426,78,18.08,-15.98,77,11.41
Kyzyl-Suu,0,KG,1562897427,59,42.34,78,66.13,5.23
Marawi,94,PH,1562897429,77,8,124.29,82.99,5.01
Pedasi,54,PA,1562897430,91,7.53,-80.03,74.68,1.95
Leshukonskoye,5,RU,1562897431,73,64.9,45.76,45.29,8.28
Tilichiki,49,RU,1562897432,66,60.47,166.1,62,8.72
Inta,100,RU,1562897434,70,66.04,60.13,53.57,13.98
Upata,98,VE,1562897435,80,8.02,-62.41,79,1.99
Monywa,100,MM,1562897273,67,22.12,95.13,84.42,13.6
Kavieng,93,PG,1562897437,77,-2.57,150.8,81.9,18.9
Bollnas,99,SE,1562897438,57,61.35,16.39,50.48,1.86
Savannah Bight,94,HN,1562897439,78,16.45,-85.85,83.09,24.79
Veraval,0,FR,1562897441,93,49.65,0.71,59,4.7
Hami,100,CN,1562897443,26,42.84,93.51,79.85,9.62
Tulle,0,FR,1562897444,77,45.27,1.77,64.4,1.07
Parana,80,BR,1562897445,73,-7.52,-72.89,76.14,2.19
Helmsdale,100,GB,1562897446,100,58.12,-3.65,57.2,6.93
Moundsville,1,US,1562897449,93,39.92,-80.74,68,4.7
Senden,20,DE,1562897450,93,51.85,7.49,61,1.12
Ahipara,0,NZ,1562897451,84,-35.17,173.16,61.1,20.85
San Juan Ermita,100,GT,1562897452,1,14.76,-89.43,71.01,3.15
Castlemaine,100,AU,1562897453,78,-37.07,144.22,57,17.83
Biak,100,ID,1562897455,98,-0.91,122.88,63.53,5.41
Ewa Beach,40,US,1562897456,48,21.32,-158.01,87.8,13.87
Necochea,100,AR,1562897420,93,-38.55,-58.74,46.99,1.99
San Andres,30,PH,1562897458,58,13.32,122.68,89.75,4.21
Trunovskoye,75,RU,1562897459,100,45.48,42.14,59,8.95
Okha,93,RU,1562897460,77,53.59,142.95,59.01,7.09
Luanda,20,AO,1562897172,94,-8.83,13.24,69.8,5.82
Saraland,40,US,1562897464,88,30.82,-88.07,84.2,5.82
Kamina,52,CD,1562897465,45,-8.74,25,59.17,4.72
Graham,1,US,1562897466,74,33.11,-98.59,84.2,8.86
Linxia,0,CN,1562897467,49,35.6,103.21,64.61,4.81
Tieli,85,CN,1562897468,65,46.98,128.05,77.57,2.19
Nakusp,91,CA,1562897470,80,50.24,-117.8,66.99,3
Charters Towers,0,AU,1562897471,36,-20.07,146.27,73.07,9.53
Valparaiso,1,US,1562897352,48,41.47,-87.06,71.6,7.56
Samana,40,EC,1562897473,98,0.12,-76.97,69.21,2.62
Aranda de Duero,0,ES,1562897479,54,41.67,-3.69,63.42,2.98
Alghero,0,IT,1562897480,94,40.56,8.32,68,2.24
Suoyarvi,100,RU,1562897481,88,62.08,32.35,42.72,6.51
Chimbote,0,PE,1562897482,93,-9.08,-78.59,62.48,11.03
Kozhva,0,RU,1562897483,60,65.11,57.05,51.81,8.52
Warrington,90,GB,1562897484,93,53.39,-2.59,61,2.24
Lebedinyy,35,RU,1562897487,65,58.52,125.52,70.78,7.31
Chalchihuites,58,MX,1562897488,74,23.48,-103.88,62.32,5.44
Gemena,100,CD,1562897489,96,3.25,19.78,67.74,1.03
Tual,12,ID,1562897491,79,-5.67,132.75,77.26,20.56
Virden,100,CA,1562897270,84,49.85,-100.93,68.66,9.73
Brawley,75,US,1562897495,14,32.98,-115.53,107.6,9.17
Kaitangata,100,NZ,1562897496,76,-46.28,169.85,48,1.99
Srednekolymsk,80,RU,1562897497,31,67.46,153.71,84.5,1.28
Panan,75,PH,1562897498,74,15.26,120.04,86,6.93
Nemuro,75,JP,1562897499,68,43.32,145.57,66.2,13.87
Krechevitsy,9,RU,1562897501,79,58.62,31.4,44.63,3.47
Seoul,75,KR,1562897214,65,37.57,126.98,77,6.62
Abu Samrah,0,SY,1562897503,55,35.3,37.18,74.02,8.01
Lasa,90,CY,1562897504,83,34.92,32.53,78.8,9.17
Port-Gentil,100,GA,1562897506,81,-0.72,8.78,74.9,11.77
Whitehorse,75,CA,1562897508,38,60.72,-135.06,75.99,5.82
Yulara,100,AU,1562897510,26,-25.24,130.99,60.8,5.82
Springbok,0,ZA,1562897511,84,-29.67,17.88,47.78,3.04
Socorro,75,US,1562897512,42,31.65,-106.3,81,27.51
Rahimatpur,100,IN,1562897514,84,17.59,74.2,73.89,16.28
Nongan,75,CN,1562897515,65,44.43,125.17,77,4.47
Remedios,100,CO,1562897517,98,7.03,-74.7,63.88,2.77
Opuwo,0,NA,1562897518,56,-18.06,13.84,48.01,2.48
Muskogee,1,US,1562897519,65,35.75,-95.37,84.2,5.59
Deming,75,US,1562897271,34,32.27,-107.76,80.6,23.04
Lishan,100,CN,1562897522,85,24.07,102.75,66.98,4.7
Dwarka,40,IN,1562897524,49,28.58,77.04,93,11.41
San Pedro,100,AR,1562897525,88,-33.68,-59.66,57.99,4
Mehamn,0,NO,1562897526,62,71.03,27.85,44.93,6.2
Mwinilunga,0,ZM,1562897528,44,-11.73,24.43,52.58,8.03
Port Hardy,75,CA,1562897529,77,50.7,-127.42,64.4,5.82
Cravo Norte,99,CO,1562897530,88,6.3,-70.2,73.68,3.62
Soroca,0,UA,1562897531,91,48.16,28.28,48,7.34
Cuxhaven,90,DE,1562897532,93,53.87,8.7,60.01,4.7
Rangapara,100,IN,1562897534,99,26.82,92.69,70.42,4.68
Moron,11,HT,1562897535,80,18.56,-74.26,80.03,3.31
Pandan,32,PH,1562897536,70,11.72,122.09,84.75,7.74
Fort Nelson,75,CA,1562897537,26,58.81,-122.69,82.4,8.05
Santiago del Estero,27,AR,1562897538,81,-27.8,-64.26,63.09,5.68
Jacareacanga,0,BR,1562897540,66,-6.22,-57.76,73.91,0.92
Emba,90,CY,1562897541,83,34.81,32.42,78.8,9.17
Kitimat,75,CA,1562897542,82,54.02,-128.69,62.6,12.75
Cotonou,100,BJ,1562897543,92,6.37,2.43,73.7,6.31
Klaksvik,25,FO,1562897544,100,62.23,-6.59,50,8.05
Merauke,0,ID,1562897545,71,-8.49,140.4,77.91,14.18
Mae Hong Son,40,MM,1562897547,83,19.3,97.96,77,3
Princeton,40,US,1562897464,94,40.35,-74.66,73,6.49
Puerto Ayacucho,75,CO,1562897549,94,5.66,-67.63,75.2,1.03
Nyimba,80,ZM,1562897550,66,-14.56,30.81,50.24,1.45
Senno,89,RU,1562897551,93,57.76,27.95,44.6,2.24
Xai-Xai,0,MZ,1562897552,72,-25.04,33.64,58.13,5.57
Vetrisoaia,11,RO,1562897554,82,46.43,28.21,51.86,3.69
Ust-Nera,62,RU,1562897555,41,64.57,143.24,71.57,8.14
Shingu,40,JP,1562897557,88,33.72,135.99,78.8,5.82
Manaure,100,CO,1562897558,84,11.78,-72.45,78.38,16.67
Tura,82,RU,1562897559,61,64.27,100.22,63.29,12.59
Bintulu,75,MY,1562897532,83,3.17,113.03,78.8,4.7
Phek,100,IN,1562897562,97,25.7,94.46,73.8,2.19
Sakaiminato,75,JP,1562897563,88,35.55,133.23,73.4,12.75
Keroka,54,KE,1562897564,87,-0.78,34.95,58.14,3.89
Barhi,90,IN,1562897565,74,24.31,85.42,84.2,4.7
Mambajao,93,PH,1562897566,72,9.25,124.72,81.2,3.2
Denpasar,40,ID,1562897499,78,-8.65,115.22,80.6,11.41
Barcelos,5,BR,1562897452,96,-0.97,-62.93,71.63,1.54
Cockburn Town,2,TC,1562897570,82,21.46,-71.14,81.47,17.43
Tabou,83,CI,1562897571,85,4.42,-7.36,73.12,2.55
